Die häufigsten Seiten,Klicks,Impressionen,CTR,Position
https://stromhaltig.de/daten-atlas/datenelemente/ebd-g-0081-codeliste-gas-nr-g-0081-codeliste-zur-prufung-der-netznutzungsrechnung-zwischen-nb-und-lf-gas,0,1,0%,10
https://stromhaltig.de/daten-atlas/datenelemente/nad-9-code-fur-die-sparte-strom,0,1,0%,10
https://stromhaltig.de/daten-atlas/datenelemente/rff-0030-prufidentifikator,0,1,0%,10
https://stromhaltig.de/daten-atlas/datenelemente/rff-0070-vorgangerversion,0,1,0%,10
https://stromhaltig.de/daten-atlas/visualisierungen/rff-00017,0,1,0%,10
https://stromhaltig.de/wissen/artikel/willimakoclient,0,1,0%,10
https://stromhaltig.de/wissen/thema/gabi,0,1,0%,10
https://stromhaltig.de/articles/digitale-infrastrukturen-energiewende,0,1,0%,11
https://stromhaltig.de/daten-atlas/datenelemente/com-0510-mp-id-empfanger,0,1,0%,11
https://stromhaltig.de/daten-atlas/datenelemente/cta-0150-ansprechpartner-einspeiseprozesse,0,1,0%,11
https://stromhaltig.de/daten-atlas/datenelemente/ide-g-0086-codeliste-gas-nr-g-0086-codeliste-zur-prufung-auf-die-stornorechnung-rechnung-vom-msbn-an-den-msba,0,1,0%,11
https://stromhaltig.de/daten-atlas/datenelemente/s011-de0098-identifikation-der-position-eines-fehlerhaften-datenelements,0,1,0%,11
https://stromhaltig.de/daten-atlas/visualisierungen/com-sg4,0,1,0%,11
https://stromhaltig.de/wissen/thema/mabis,0,1,0%,11
https://stromhaltig.de/wissen/thema/stammdaten,0,1,0%,11
https://www.stromhaltig.de/atlas/pdf/RFF_00025.pdf,0,1,0%,11
https://stromhaltig.de/daten-atlas/datenelemente/alc-1230-zu-oder-abschlag-nummer,0,1,0%,12
https://stromhaltig.de/daten-atlas/datenelemente/com-3148-kommunikationsadresse-identifikation,0,1,0%,12
https://stromhaltig.de/wissen/thema/msbg,0,1,0%,34
https://stromhaltig.de/glossary/demand_side_management/,0,1,0%,46
https://stromhaltig.de/wissen/thema/energiemärkte,0,1,0%,50
